GPH_code,GPH_name,start_year,end_year,GPH_status,sovereign_GPH_code
4114,"Elobey, Annóbon and Corisco",1926,1926,Dissolved into,4111
4114,"Elobey, Annóbon and Corisco",1926,1926,Dissolved into,4112
4114,"Elobey, Annóbon and Corisco",1926,1926,Dissolved into,4113
4321,Tokolor Empire,1848,1893,Sovereign (unrecognized),
4321,Tokolor Empire,1893,1895,Occupied by,220
4321,Tokolor Empire,1895,1895,Dissolved into,432
4322,Timbuctu,1816,1827,Vassal of,600
4322,Timbuctu,1827,1861,Part of,4326
4322,Timbuctu,1861,1892,Unknown,
4322,Timbuctu,1892,2022,Part of,432
4323,Bambuk,1816,1887,Unknown,
4323,Bambuk,1887,1960,Part of,432
4323,Bambuk,1960,2022,Part of,432
4323,Bambuk,1960,2022,Part of,433
4324,Dinguiray,1816,1848,Unknown,
4324,Dinguiray,1848,1893,Part of,4321
4324,Dinguiray,1893,2022,Part of,438
4325,Kaarta,1816,1854,Sovereign (unrecognized),
4325,Kaarta,1854,1890,Part of,4321
4325,Kaarta,1890,1904,Occupied by,220
4325,Kaarta,1904,2022,Part of,432
4326,Macina,1816,1818,Part of,4327
4326,Macina,1818,1862,Sovereign (unrecognized),
4326,Macina,1862,1893,Part of,4321
4326,Macina,1893,1895,Occupied by,220
4326,Macina,1895,2022,Part of,432
4327,Segu,1816,1862,Sovereign (unrecognized),
4327,Segu,1862,1890,Part of,4321
4327,Segu,1890,1895,Occupied by,220
4327,Segu,1895,2022,Part of,432
4328,Sikasso,1816,1898,Sovereign (unrecognized),
4328,Sikasso,1898,2022,Part of,432
4331,Futa Toro,1816,1861,Sovereign (unrecognized),
4331,Futa Toro,1857,1895,Occupied by,220
4331,Futa Toro,1895,2022,Part of,433
4332,Futa Bondu,1816,1845,Sovereign (unrecognized),
4332,Futa Bondu,1845,1895,Occupied by,220
4332,Futa Bondu,1895,2022,Part of,433
4333,Cayor,1816,1865,Sovereign (unrecognized),
4333,Cayor,1865,1886,Occupied by,220
4333,Cayor,1886,1895,Protectorate of,220
4333,Cayor,1895,2022,Part of,433
4334,Rip,1816,1867,Sovereign (unrecognized),
4334,Rip,1867,1887,Unknown,
4334,Rip,1887,1895,Occupied by,220
4334,Rip,1895,2022,Part of,433
4335,Saloum,1816,1887,Sovereign (unrecognized),
4335,Saloum,1887,1895,Protectorate of,220
4335,Saloum,1895,1958,Part of,430
4335,Saloum,1958,1969,Unknown,
4335,Saloum,1969,2022,Part of,433
4336,Sine,1816,1867,Sovereign (unrecognized),
4336,Sine,1867,1895,Occupied by,220
4336,Sine,1895,1958,Part of,430
4336,Sine,1958,1969,Unknown,
4336,Sine,1969,2022,Part of,433
4337,Walo,1816,1855,Sovereign (unrecognized),
4337,Walo,1855,1895,Occupied by,220
4337,Walo,1895,1958,Part of,430
4338,Goree,1816,1854,Part of,433
4338,Goree,1854,1859,Possession of,220
4338,Goree,1859,2022,Part of,433
4341,Old Dahomey,1816,1894,Sovereign (unrecognized),
4341,Old Dahomey,1894,1904,Protectorate of,220
4341,Old Dahomey,1904,2022,Part of,434
4342,Gun,1816,1871,Unknown,
4342,Gun,1871,1894,Occupied by,220
4342,Gun,1894,2022,Part of,434
4343,Ketu,1816,1886,Sovereign (unrecognized),
4343,Ketu,1886,2022,Part of,434
4344,Grand Popo,1816,1857,Unknown,
4344,Grand Popo,1857,1894,Possession of,220
4344,Grand Popo,1894,2022,Part of,434
4345,Ouidah,1816,1843,Unknown,
4345,Ouidah,1843,1894,Possession of,220
4345,Ouidah,1894,2022,Part of,434
4346,Anecho (Little Popo),1816,1884,Unknown,
4346,Anecho (Little Popo),1884,1922,Part of,460
4346,Anecho (Little Popo),1922,2022,Part of,461
4347,Cotonou,1816,1851,Discovered,
4347,Cotonou,1851,1894,Possession of,220
4347,Cotonou,1894,2022,Part of,434
4348,Porto Novo,1816,1863,Sovereign (unrecognized),
4348,Porto Novo,1863,1883,Protectorate of,220
4348,Porto Novo,1883,1894,Part of,4341
4348,Porto Novo,1894,2022,Part of,434
4349,Ajuda,1816,1961,Possession of,235
4349,Ajuda,1961,2022,Part of,434
4351,Adrar,1816,1909,Unknown,
4351,Adrar,1909,2022,Part of,435
4352,Brakna,1816,1904,Sovereign (unrecognized),
4352,Brakna,1904,2022,Part of,435
4353,Tagant,1816,1905,Unknown,
4353,Tagant,1905,2022,Part of,435
4354,Trarza,1816,1902,Sovereign (unrecognized),
4354,Trarza,1902,1904,Protectorate of,220
4354,Trarza,1904,2022,Part of,435
4361,Aïr,1816,1893,Sovereign (unrecognized),
4361,Aïr,1893,1904,Occupied by,220
4361,Aïr,1904,2022,Part of,436
4362,Zinder,1816,1893,Vassal of,4763
4362,Zinder,1893,1904,Occupied by,220
4362,Zinder,1904,2022,Part of,436
4371,Odienne,1816,1880,Unknown,
4371,Odienne,1880,1898,Part of,4393
4371,Odienne,1898,2022,Part of,437
4372,Grand-Bassam,1816,1843,Discovered,
4372,Grand-Bassam,1843,1871,Possession of,220
4372,Grand-Bassam,1871,2022,Part of,437
4373,Assinie,1816,1843,Discovered,
4373,Assinie,1843,1871,Possession of,220
4373,Assinie,1871,2022,Part of,437
4381,Futa Djallon,1816,1896,Sovereign (unrecognized),
4381,Futa Djallon,1896,1912,Part of,430
4381,Futa Djallon,1912,1912,Dissolved into,438
4382,Kankan,1816,1880,Sovereign (unrecognized),
4382,Kankan,1880,1893,Occupied by,220
4382,Kankan,1893,1895,Part of,438
4382,Kankan,1895,1958,Part of,430
4383,Loos Is.,1816,1818,Unknown,
4383,Loos Is.,1818,1904,Colony of,200
4383,Loos Is.,1904,2022,Part of,438
4391,Gurma,1816,1895,Sovereign (unrecognized),
4391,Gurma,1895,1958,Part of,430
4392,Kong,1816,1898,Sovereign (unrecognized),
4392,Kong,1898,1958,Part of,430
4393,Mandinka (Wassoulou) Empire,1816,1878,Unknown,
4393,Mandinka (Wassoulou) Empire,1878,1898,Sovereign (unrecognized),
4393,Mandinka (Wassoulou) Empire,1898,1898,Dissolved into,430
4394,Mamprussi,1816,1895,Sovereign (unrecognized),
4394,Mamprussi,1895,1958,Part of,430
4395,Ouagadougou (Mossi Empire),1816,1896,Sovereign (unrecognized),
4395,Ouagadougou (Mossi Empire),1896,1896,Dissolved into,439
4396,Yatenga,1816,1895,Sovereign (unrecognized),
4396,Yatenga,1895,1958,Part of,430
4397,Busuma,1816,1895,Sovereign (unrecognized),
4397,Busuma,1895,1958,Part of,430
4398,Riziam,1816,1895,Unknown,
4398,Riziam,1895,1958,Part of,430
4501,Maryland,1834,1857,Colony of,2
4501,Maryland,1857,2022,Part of,450
4512,Aku,1816,1880,Unknown,
4512,Aku,1880,2022,Part of,451
4513,Banana Islands,1816,1820,Discovered,
4513,Banana Islands,1820,2022,Part of,451
4514,Bumpe,1816,1888,Unknown,
4514,Bumpe,1888,2022,Part of,451
4515,Koya-Temne,1816,1896,Sovereign (unrecognized),
4515,Koya-Temne,1896,2022,Part of,451
4516,Shenge (Plantation Island),1816,1888,Discovered,
4516,Shenge (Plantation Island),1888,2022,Part of,451
4521,Asante (Ashanti Empire),1816,1896,Sovereign (unrecognized),
4521,Asante (Ashanti Empire),1896,1901,Occupied by,200
4521,Asante (Ashanti Empire),1901,1935,Protectorate of,200
4521,Asante (Ashanti Empire),1935,1957,Sovereign (unrecognized),
4521,Asante (Ashanti Empire),1957,2022,Part of,452
4522,Adansi,1816,1886,Part of,4521
4522,Adansi,1886,2022,Part of,452
4523,Akwamu,1816,1874,Part of,4521
4523,Akwamu,1874,2022,Part of,452
4524,Akwapim,1816,1873,Part of,4521
4524,Akwapim,1873,1874,Occupied by,200
4524,Akwapim,1874,2022,Part of,452
4525,Akyem,1816,1873,Part of,4521
4525,Akyem,1873,1874,Occupied by,200
4525,Akyem,1874,2022,Part of,452
4526,Dagomba,1816,1874,Part of,4521
4526,Dagomba,1874,1899,Sovereign (unrecognized),
4526,Dagomba,1899,2022,Part of,452
4526,Dagomba,1899,2022,Part of,460
4527,Denkyira,1816,1868,Vassal of,4521
4527,Denkyira,1868,1874,Part of,4528
4527,Denkyira,1874,2022,Part of,452
4528,Fante,1816,1844,Part of,4521
4528,Fante,1844,1868,Protectorate of,200
4528,Fante,1868,1874,Sovereign (unrecognized),
4528,Fante,1874,2022,Part of,452
4529,Ga,1816,1873,Vassal of,4521
4529,Ga,1873,1874,Occupied by,200
4529,Ga,1874,2022,Part of,452
4531,Gonja,1816,1874,Part of,4521
4531,Gonja,1874,1899,Sovereign (unrecognized),
4531,Gonja,1899,2022,Part of,452
4532,Gyamen,1816,1895,Unknown,
4532,Gyamen,1895,2022,Part of,452
4533,Wassa,1816,1826,Vassal of,4521
4533,Wassa,1826,1868,Unknown,
4533,Wassa,1868,1874,Part of,4528
4533,Wassa,1874,2022,Part of,452
4534,Danish Posts (Gold Coast),1816,1850,Possession of,390
4534,Danish Posts (Gold Coast),1850,2022,Part of,452
4535,Dutch Posts (Gold Coast),1816,1872,Possession of,210
4535,Dutch Posts (Gold Coast),1872,2022,Part of,452
4536,Northern Territories (Gold Coast),1897,1901,Protectorate of,200
4536,Northern Territories (Gold Coast),1901,2022,Part of,452
4559,Gold Coast-Togoland (Neutral Zone),1887,1899,Neutral or demilitarized zone of,200
4711,Bamum (Bamoun),1816,1884,Sovereign (unrecognized),
4711,Bamum (Bamoun),1884,1919,Part of,470
4711,Bamum (Bamoun),1919,2022,Part of,471
4735,Kontagora,1816,1864,Unknown,
4735,Kontagora,1864,1901,Part of,4751
4735,Kontagora,1901,1914,Part of,4784
4735,Kontagora,1914,2022,Part of,475
4736,Keana,1816,1900,Unknown,
4736,Keana,1900,1914,Part of,4784
4736,Keana,1914,2022,Part of,475
4737,Fika,1816,1899,Sovereign (unrecognized),
4737,Fika,1899,1914,Part of,4784
4737,Fika,1914,2022,Part of,475
4738,Doma (Gara),1816,1903,Unknown,
4738,Doma (Gara),1903,1914,Part of,4784
4738,Doma (Gara),1914,2022,Part of,475
4741,Abuja (Suleja),1828,1902,Sovereign (unrecognized),
4741,Abuja (Suleja),1902,1914,Part of,4784
4741,Abuja (Suleja),1914,2022,Part of,475
4742,Igala,1816,1901,Sovereign (unrecognized),
4742,Igala,1901,1914,Part of,4784
4742,Igala,1914,2022,Part of,475
4744,Wukari (Kwararafa),1816,1840,Vassal of,4763
4744,Wukari (Kwararafa),1840,1901,Sovereign (unrecognized),
4744,Wukari (Kwararafa),1901,1914,Part of,4783
4744,Wukari (Kwararafa),1914,2022,Part of,475
4746,Yauri,1816,1903,Vassal of,4754
4746,Yauri,1903,1914,Part of,4784
4746,Yauri,1914,2022,Part of,475
4750,Oyo Empire,1816,1835,Sovereign (unrecognized),
4751,Sokoto,1816,1903,Sovereign (unrecognized),
4751,Sokoto,1903,1914,Part of,4784
4751,Sokoto,1914,2022,Part of,475
4752,Adamawa,1816,1903,Part of,4751
4752,Adamawa,1903,1914,Part of,4784
4752,Adamawa,1914,2022,Part of,475
4753,Bauchi,1816,1903,Part of,4751
4753,Bauchi,1903,1914,Part of,4784
4753,Bauchi,1914,2022,Part of,475
4754,Gwandu,1816,1903,Part of,4751
4754,Gwandu,1903,1914,Part of,4784
4754,Gwandu,1914,2022,Part of,475
4755,Hadejia,1816,1903,Part of,4751
4755,Hadejia,1903,1914,Part of,4784
4755,Hadejia,1914,2022,Part of,475
4756,Ilorin,1816,1824,Vassal of,4750
4756,Ilorin,1824,1897,Part of,4751
4756,Ilorin,1897,1900,Vassal of,200
4756,Ilorin,1900,1914,Part of,4784
4756,Ilorin,1914,2022,Part of,475
4757,Kano,1816,1903,Part of,4751
4757,Kano,1903,1914,Part of,4784
4757,Kano,1914,2022,Part of,475
4758,Katsina,1816,1903,Part of,4751
4758,Katsina,1903,1914,Part of,4784
4758,Katsina,1914,2022,Part of,475
4759,Katagum,1816,1903,Part of,4751
4759,Katagum,1903,1914,Part of,4784
4759,Katagum,1914,2022,Part of,475
4761,Nupe,1816,1836,Unknown,
4761,Nupe,1836,1902,Part of,4751
4761,Nupe,1902,1914,Part of,4784
4761,Nupe,1914,2022,Part of,475
4762,Zaria,1816,1903,Part of,4751
4762,Zaria,1903,1914,Part of,4784
4762,Zaria,1914,2022,Part of,475
4763,Bornu (Kanem),1816,1892,Sovereign (unrecognized),
4763,Bornu (Kanem),1892,1900,Part of,4766
4765,Mandara,1816,1892,Unknown,
4765,Mandara,1892,1900,Part of,4766
4766,Rabah,1816,1892,Part of,4763
4766,Rabah,1900,1914,Part of,4784
4766,Rabah,1914,2022,Part of,475
4768,Egba,1816,1893,Unknown,
4768,Egba,1893,1914,Part of,4783
4768,Egba,1914,2022,Part of,475
4769,Ibadan,1829,1893,Sovereign (unrecognized),
4769,Ibadan,1893,1914,Part of,4781
4769,Ibadan,1914,2022,Part of,475
4771,Ife,1816,1867,Unknown,
4771,Ife,1867,1893,Part of,4769
4772,Ijaiye,1816,1867,Unknown,
4772,Ijaiye,1867,1893,Part of,4769
4773,Ijebu,1816,1893,Sovereign (unrecognized),
4773,Ijebu,1893,1914,Part of,4783
4773,Ijebu,1914,2022,Part of,475
4774,Ilesha,1816,1867,Unknown,
4774,Ilesha,1867,1893,Part of,4769
4775,New Oyo,1816,1867,Part of,434
4775,New Oyo,1867,1893,Part of,4769
4776,Benin (Edo),1816,1897,Sovereign (unrecognized),
4776,Benin (Edo),1897,1914,Part of,4783
4776,Benin (Edo),1914,2022,Part of,475
4781,Lagos,1816,1861,Vassal of,4776
4781,Lagos,1861,1866,Colony of,200
4781,Lagos,1866,1874,Part of,451
4781,Lagos,1874,1886,Part of,452
4781,Lagos,1886,1906,Colony of,200
4781,Lagos,1906,1914,Part of,4783
4781,Lagos,1914,2022,Part of,475
4782,Oil Rivers Protectorate,1885,1899,Protectorate of,200
4782,Oil Rivers Protectorate,1899,1899,Part of,4783
4783,Southern Nigeria (Niger Coast Protectorate),1884,1900,Protectorate of,200
4783,Southern Nigeria (Niger Coast Protectorate),1900,1914,Protectorate of,200
4783,Southern Nigeria (Niger Coast Protectorate),1914,1914,Dissolved into,475
4784,Northern Nigeria (British Nigeria),1879,1900,Possession of,200
4784,Northern Nigeria (British Nigeria),1900,1914,Protectorate of,200
4784,Northern Nigeria (British Nigeria),1914,1914,Dissolved into,475
4790,Biafra,1967,1970,Sovereign (unrecognized),
4791,Bonny,1816,1885,Sovereign (unrecognized),
4791,Bonny,1885,1899,Part of,4782
4791,Bonny,1899,1914,Part of,4783
4791,Bonny,1914,2022,Part of,475
4792,Old Calabar (Efik),1816,1885,Sovereign (unrecognized),
4792,Old Calabar (Efik),1885,1899,Part of,4782
4792,Old Calabar (Efik),1899,1914,Part of,4783
4792,Old Calabar (Efik),1914,2022,Part of,475
4793,New Calabar (Kalabari),1816,1885,Sovereign (unrecognized),
4793,New Calabar (Kalabari),1885,1899,Part of,4782
4793,New Calabar (Kalabari),1899,1914,Part of,4783
4793,New Calabar (Kalabari),1914,2022,Part of,475
4794,Opobo,1870,1885,Sovereign (unrecognized),
4794,Opobo,1885,1899,Part of,4782
4794,Opobo,1899,1914,Part of,4783
4794,Opobo,1914,2022,Part of,475
4795,Nembe (Brass),1816,1885,Sovereign (unrecognized),
4795,Nembe (Brass),1885,1899,Part of,4782
4796,Okrika,1816,1885,Unknown,
4796,Okrika,1885,1899,Part of,4782
4821,Bangassou,1816,1890,Sovereign (unrecognized),
4821,Bangassou,1890,1906,Occupied by,220
4821,Bangassou,1906,2022,Part of,482
4822,Rafai,1816,1890,Sovereign (unrecognized),
4822,Rafai,1890,1906,Occupied by,220
4822,Rafai,1906,2022,Part of,482
4823,Zemio,1816,1890,Unknown,
4823,Zemio,1890,1906,Occupied by,220
4823,Zemio,1906,2022,Part of,482
4831,Bagirmi,1816,1892,Sovereign (unrecognized),
4831,Bagirmi,1892,1900,Protectorate of,220
4832,Wadai,1816,1913,Sovereign (unrecognized),
4832,Wadai,1913,2022,Part of,483
4841,Bateke (Anziku),1816,1882,Sovereign (unrecognized),
4841,Bateke (Anziku),1882,2022,Part of,484
4842,Loango,1816,1882,Sovereign (unrecognized),
4842,Loango,1882,2022,Part of,484
4901,Tippu Tip Empire,1860,1887,Sovereign (unrecognized),
4901,Tippu Tip Empire,1887,1887,Dissolved into,490
4902,Lunda Kingdom (Mwata Yamvo),1816,1885,Sovereign (unrecognized),
4902,Lunda Kingdom (Mwata Yamvo),1885,1885,Dissolved into,490
4902,Lunda Kingdom (Mwata Yamvo),1885,1885,Dissolved into,540
4902,Lunda Kingdom (Mwata Yamvo),1885,1885,Dissolved into,5517
4903,Kalagne,1816,1885,Unknown,
4903,Kalagne,1885,2022,Part of,490
4904,Luba Kingdom,1816,1889,Sovereign (unrecognized),
4904,Luba Kingdom,1889,1889,Part of,490
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1816,1856,Part of,4902
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1816,1856,Part of,4904
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1856,1891,Sovereign (unrecognized),
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1891,1910,Possession of,211
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1910,1960,Part of,490
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1960,1963,Sovereign (unrecognized),
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1963,2015,Part of,490
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),2015,2015,Dissolved into,49050
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),2015,2015,Dissolved into,49051
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),2015,2015,Dissolved into,49052
4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),2015,2015,Dissolved into,49053
4906,Kasai,1816,1960,Part of,490
4906,Kasai,1960,1961,Sovereign (unrecognized),
4906,Kasai,1961,2022,Part of,490
4908,Azande,1816,1895,Sovereign (unrecognized),
4908,Azande,1895,2022,Part of,490
4909,Mangbetu,1816,1895,Unknown,
4909,Mangbetu,1895,2022,Part of,490
4910,Kuba,1816,1910,Sovereign (unrecognized),
4910,Kuba,1910,2022,Part of,490
5001,Buganda,1816,1893,Sovereign (unrecognized),
5001,Buganda,1893,1894,Occupied by,200
5001,Buganda,1894,2022,Part of,500
5002,Ankole,1816,1901,Sovereign (unrecognized),
5002,Ankole,1901,1967,Part of,500
5003,Bunyoro,1816,1894,Sovereign (unrecognized),
5003,Bunyoro,1894,1899,Protectorate of,200
5003,Bunyoro,1899,2022,Part of,500
5004,Busoga,1862,1894,Discovered,
5004,Busoga,1894,2022,Part of,500
5005,Butoro,1816,1894,Unknown,
5005,Butoro,1894,2022,Part of,500
5006,Rwenzururu,1816,1894,Unknown,
5006,Rwenzururu,1894,1962,Part of,500
5006,Rwenzururu,1962,1969,Sovereign (unrecognized),
5006,Rwenzururu,1969,2022,Part of,500
5011,Kenya Protectorate,1920,1963,Protectorate of,200
5011,Kenya Protectorate,1963,1963,Dissolved into,501
5012,Mombassa,1816,1824,Sovereign (unrecognized),
5012,Mombassa,1824,1826,Occupied by,200
5012,Mombassa,1826,1837,Occupied by,698
5012,Mombassa,1837,1856,Part of,698
5012,Mombassa,1856,1920,Part of,511
5012,Mombassa,1920,1963,Part of,5011
5012,Mombassa,1963,2022,Part of,501
5013,Pate,1816,1824,Unknown,
5013,Pate,1824,1856,Vassal of,698
5013,Pate,1856,1920,Part of,511
5013,Pate,1920,1963,Part of,5011
5013,Pate,1963,2022,Part of,501
5017,Vumbu Kuu,1816,1840,Unknown,
5017,Vumbu Kuu,1840,1856,Part of,698
5018,Wanga (Wanga Kingdom),1816,1887,Sovereign (unrecognized),
5018,Wanga (Wanga Kingdom),1887,2022,Part of,501
5101,Ha,1816,1898,Unknown,
5101,Ha,1898,2022,Part of,512
5102,Haya,1816,1898,Sovereign (unrecognized),
5102,Haya,1898,2022,Part of,512
5103,Hehe,1816,1898,Unknown,
5103,Hehe,1898,2022,Part of,512
5104,Karagwe,1816,1898,Sovereign (unrecognized),
5104,Karagwe,1898,2022,Part of,512
5105,Urambo,1816,1891,Unknown,
5105,Urambo,1891,2022,Part of,512
5106,Gwangara,1821,1848,Part of,5531
5106,Gwangara,1848,1860,Unknown,
5106,Gwangara,1860,1898,Part of,5107
5106,Gwangara,1860,1898,Part of,5108
5107,North Gwangara,1898,2022,Part of,512
5108,South Gwangara,1898,2022,Part of,512
5109,Mafia I.,1816,1856,Part of,698
5109,Mafia I.,1856,1892,Part of,511
5109,Mafia I.,1892,1915,Part of,510
5109,Mafia I.,1915,1919,Occupied by,200
5109,Mafia I.,1919,2022,Part of,512
5200,Italian Somaliland,1889,1905,Protectorate of,325
5200,Italian Somaliland,1905,1936,Colony of,325
5200,Italian Somaliland,1936,1941,Part of,5201
5200,Italian Somaliland,1941,1950,Occupied by,200
5200,Italian Somaliland,1950,1960,Mandated to,325
5200,Italian Somaliland,1960,2022,Part of,520
5201,Italian East Africa,1936,1941,Colony of,325
5202,Oltre Giuba,1816,1836,Part of,5212
5202,Oltre Giuba,1836,1856,Part of,698
5202,Oltre Giuba,1856,1890,Part of,511
5202,Oltre Giuba,1890,1895,Leased to,200
5202,Oltre Giuba,1895,1925,Part of,501
5202,Oltre Giuba,1925,1926,Colony of,325
5202,Oltre Giuba,1926,2022,Part of,5200
5203,Alula (Majeerteen),1816,1889,Sovereign (unrecognized),
5203,Alula (Majeerteen),1889,1889,Dissolved into,5200
5204,Obbia,1878,1889,Sovereign (unrecognized),
5204,Obbia,1889,1905,Protectorate of,325
5204,Obbia,1905,1960,Part of,5200
5204,Obbia,1960,2022,Part of,520
5205,Somali Coast Territory,1889,1905,Leased to,325
5205,Somali Coast Territory,1905,1905,Dissolved into,5200
5206,Puntland,1816,1889,Part of,5212
5206,Puntland,1889,1905,Protectorate of,325
5206,Puntland,1905,1960,Part of,5200
5206,Puntland,1960,1998,Part of,520
5206,Puntland,1998,2022,Dependency of,520
5207,Mogadishu,1816,1871,Part of,5212
5207,Mogadishu,1871,1892,Part of,698
5207,Mogadishu,1892,2022,Part of,5200
5208,Merca,1816,1826,Part of,5212
5208,Merca,1826,1856,Part of,698
5208,Merca,1856,1890,Part of,511
5208,Merca,1890,2022,Part of,5200
5209,Barawa,1816,1822,Occupied by,235
5209,Barawa,1822,1856,Part of,698
5209,Barawa,1856,1889,Part of,511
5209,Barawa,1889,2022,Part of,5200
5211,Warsheikh,1816,1842,Part of,5212
5211,Warsheikh,1842,1856,Part of,511
5211,Warsheikh,1856,1900,Part of,5212
5211,Warsheikh,1900,2022,Part of,5200
5212,Geledi,1816,1908,Sovereign (unrecognized),
5212,Geledi,1908,1910,Part of,5200
5221,Tadjoura,1816,1840,Part of,5332
5221,Tadjoura,1840,1884,Occupied by,200
5221,Tadjoura,1884,2022,Part of,522
5222,Obock,1816,1862,Part of,651
5222,Obock,1862,1884,Possession of,220
5222,Obock,1884,2022,Part of,522
5301,Amhara,1816,1855,Part of,530
5301,Amhara,1855,2022,Part of,530
5302,Gondar,1816,1855,Part of,530
5302,Gondar,1855,2022,Part of,530
5303,Shewa,1816,1855,Sovereign (unrecognized),
5303,Shewa,1855,2022,Part of,530
5304,Tigray,1816,1855,Part of,530
5304,Tigray,1855,2022,Part of,530
5305,Gojjam,1816,1855,Part of,530
5305,Gojjam,1855,2022,Part of,530
5306,Harar,1816,1875,Vassal of,640
5306,Harar,1875,1884,Protectorate of,651
5306,Harar,1882,1884,Occupied by,200
5306,Harar,1884,1887,Part of,530
5306,Harar,1887,1887,Dissolved into,530
5307,"Jijega, Reserve Areas and Haud",1816,1887,Vassal of,5306
5307,"Jijega, Reserve Areas and Haud",1887,1942,Part of,530
5307,"Jijega, Reserve Areas and Haud",1942,1954,Occupied by,200
5307,"Jijega, Reserve Areas and Haud",1954,2022,Part of,530
5309,Kaffa,1816,1897,Sovereign (unrecognized),
5309,Kaffa,1897,2022,Part of,530
5321,Limmu-Ennarea,1816,1891,Sovereign (unrecognized),
5321,Limmu-Ennarea,1891,2022,Part of,530
5322,Jimma-Kakka (Jimma Abba Jifar),1830,1884,Sovereign (unrecognized),
5322,Jimma-Kakka (Jimma Abba Jifar),1884,1932,Vassal of,530
5322,Jimma-Kakka (Jimma Abba Jifar),1932,2022,Part of,530
5323,Gera,1816,1835,Unknown,
5323,Gera,1835,1887,Sovereign (unrecognized),
5323,Gera,1887,2022,Part of,530
5324,Gomma,1816,1886,Sovereign (unrecognized),
5324,Gomma,1886,2022,Part of,530
5325,Guma,1816,1885,Unknown,
5325,Guma,1885,2022,Part of,530
5331,Assab,1816,1869,Unknown,
5331,Assab,1869,1882,Possession of,325
5331,Assab,1882,1936,Part of,531
5332,Awsa Sultanate,1816,1936,Sovereign (unrecognized),
5332,Awsa Sultanate,1936,1945,Part of,5201
5332,Awsa Sultanate,1945,2022,Part of,530
5401,Chokwe,1816,1917,Unknown,
5401,Chokwe,1917,2022,Part of,540
5402,Ovimbundu,1816,1903,Unknown,
5402,Ovimbundu,1903,2022,Part of,540
5403,Cabinda (Portuguese Congo),1816,1885,Occupied by,235
5403,Cabinda (Portuguese Congo),1827,1830,Colony of,140
5403,Cabinda (Portuguese Congo),1885,1975,Protectorate of,235
5403,Cabinda (Portuguese Congo),1975,2022,Part of,540
5411,Kionga,1816,1885,Unknown,
5411,Kionga,1885,1891,Possession of,235
5411,Kionga,1891,1916,Part of,510
5411,Kionga,1916,1920,Occupied by,235
5411,Kionga,1920,2022,Part of,541
5511,Citimukulu Bemba,1816,1900,Sovereign (unrecognized),
5511,Citimukulu Bemba,1900,1911,Part of,5518
5511,Citimukulu Bemba,1911,2022,Part of,551
5512,Mwamba Bemba,1816,1900,Sovereign (unrecognized),
5512,Mwamba Bemba,1900,1911,Part of,5518
5512,Mwamba Bemba,1911,2022,Part of,551
5513,Barotseland (Lozi),1816,1845,Sovereign (unrecognized),
5513,Barotseland (Lozi),1845,1875,Part of,570
5513,Barotseland (Lozi),1875,1899,Sovereign (unrecognized),
5513,Barotseland (Lozi),1899,1911,Part of,5519
5513,Barotseland (Lozi),1911,2022,Part of,551
5515,Maseko Ngoni,1816,1899,Unknown,
5515,Maseko Ngoni,1899,2022,Part of,541
5516,Shangane (Gaza Empire),1824,1895,Sovereign (unrecognized),
5516,Shangane (Gaza Empire),1895,2022,Part of,541
5517,Kazembe,1816,1899,Sovereign (unrecognized),
5517,Kazembe,1899,1911,Part of,5518
5517,Kazembe,1911,2022,Part of,551
5518,Northeastern Rhodesia,1900,1911,Protectorate of,200
5518,Northeastern Rhodesia,1911,1911,Dissolved into,551
5519,Barotseland_North_Western Rhodesia (Northwestern Rhodesia),1891,1899,Possession of,200
5519,Barotseland_North_Western Rhodesia (Northwestern Rhodesia),1899,1911,Protectorate of,200
5519,Barotseland_North_Western Rhodesia (Northwestern Rhodesia),1911,1911,Dissolved into,551
5521,Rozwi,1816,1838,Sovereign (unrecognized),
5521,Rozwi,1838,1838,Part of,5522
5522,Ndebele (Matabeleland),1838,1890,Sovereign (unrecognized),
5522,Ndebele (Matabeleland),1890,1923,Colony of,200
5522,Ndebele (Matabeleland),1923,2022,Part of,552
5523,Mashona,1816,1890,Part of,552
5523,Mashona,1890,1923,Colony of,200
5523,Mashona,1923,2022,Part of,552
5524,Mbelwa Ngoni,1816,1821,Unknown,
5524,Mbelwa Ngoni,1821,1848,Part of,5531
5525,Mpezeni Ngoni,1821,1848,Part of,5531
5525,Mpezeni Ngoni,1848,1898,Unknown,
5525,Mpezeni Ngoni,1898,2022,Part of,553
5526,Kamanga,1816,1823,Unknown,
5526,Kamanga,1823,1898,Part of,5524
5526,Kamanga,1898,2022,Part of,553
5531,Zwangendaba Ngoni,1816,1848,Unknown,
