COW_code,COW_name,start_year,end_year,COW_status,sovereign_COW_code,GPH_code,GPH_name,start_year,end_year,GPH_status,sovereign_GPH_code,change in GPH vs. COW
7001,Kabul,1855,1993,part of,700,7001,Kabul,1842,2022,Part of,700,change in year
7002,Kandahar,1816,1819,part of,700,7002,Kandahar,1816,1839,Part of,700,change in year
7002,Kandahar,1839,1841,occupied,200,7002,Kandahar,1839,1841,Occupied by,200,
7002,Kandahar,1855,1993,part of,700,7002,Kandahar,1841,2022,Part of,700,change in year
7003,Herat,1816,1819,part of,700,7003,Herat,1816,1819,Part of,700,
,,,,,,7003,Herat,1819,1863,Sovereign (unrecognized),,not in COW
7003,Herat,1863,1993,part of,700,7003,Herat,1863,2022,Part of,700,
,,,,,,7004,Badakhshan,1816,1881,Part of,700,not in COW
7004,Badakhshan,1881,1993,part of,700,7004,Badakhshan,1881,2022,Part of,700,
,,,,,,7010,Kokand,1816,1867,Sovereign (unrecognized),,not in COW
,,,,,,7010,Kokand,1867,1876,Vassal of,365,not in COW
7010,Kokand,1867,1991,part of,365,7010,Kokand,1876,1991,Part of,365,change in year
,,,,,,7010,Kokand,1991,2022,Part of,701,not in COW
,,,,,,7010,Kokand,1991,2022,Part of,702,not in COW
,,,,,,7010,Kokand,1991,2022,Part of,703,not in COW
,,,,,,7010,Kokand,1991,2022,Part of,704,not in COW
,,,,,,7020,Bokhara,1816,1873,Sovereign (unrecognized),,not in COW
7020,Bokhara,1867,1920,protectorate,365,7020,Bokhara,1873,1920,Protectorate of,365,change in year
7020,Bokhara,1920,1991,part of,365,7020,Bokhara,1920,1991,Part of,365,
,,,,,,7020,Bokhara,1991,2022,Part of,704,not in COW
,,,,,,7021,Gorno Badakhshan,1895,1925,Claimed by,710,not in COW
,,,,,,7021,Gorno Badakhshan,1895,1925,Claimed by,365,not in COW
,,,,,,7021,Gorno Badakhshan,1895,1925,Claimed by,700,not in COW
,,,,,,7021,Gorno Badakhshan,1925,1929,Part of,365,not in COW
,,,,,,7021,Gorno Badakhshan,1929,1992,Part of,702,not in COW
,,,,,,7021,Gorno Badakhshan,1992,2022,Dependency of,702,not in COW
,,,,,,7030,Khiva,1816,1873,Sovereign (unrecognized),,not in COW
7030,Khiva,1873,1920,protectorate,365,7030,Khiva,1873,1920,Protectorate of,365,
7030,Khiva,1920,1991,part of,365,7030,Khiva,1920,1991,Part of,365,
,,,,,,7030,Khiva,1991,2022,Part of,701,not in COW
,,,,,,7030,Khiva,1991,2022,Part of,704,not in COW
,,,,,,7030,Khiva,1991,2022,Part of,705,not in COW
,,,,,,7031,Karakalpakstan,1816,1873,Part of,7030,not in COW
,,,,,,7031,Karakalpakstan,1873,1936,Part of,365,not in COW
,,,,,,7031,Karakalpakstan,1936,1991,Part of,704,not in COW
,,,,,,7031,Karakalpakstan,1991,2022,Dependency of,704,not in COW
7040,Kazakh Lesser Horde,1816,1824,protectorate,365,7040,Kazakh Lesser Horde,1816,1824,Protectorate of,365,
7040,Kazakh Lesser Horde,1824,1991,part of,365,7040,Kazakh Lesser Horde,1824,1991,Part of,365,
,,,,,,7040,Kazakh Lesser Horde,1991,2022,Part of,705,not in COW
7050,Kazakh Middle Horde,1816,1822,protectorate,365,7050,Kazakh Middle Horde,1816,1822,Protectorate of,365,
7050,Kazakh Middle Horde,1822,1991,part of,365,7050,Kazakh Middle Horde,1822,1991,Part of,365,
,,,,,,7050,Kazakh Middle Horde,1991,2022,Part of,705,not in COW
,,,,,,7060,Kazakh Horde of Bukey,1816,1845,Unknown,,not in COW
7060,Kazakh Horde of Bukey,1845,1991,part of,365,7060,Kazakh Horde of Bukey,1845,1991,Part of,365,
,,,,,,7060,Kazakh Horde of Bukey,1991,2022,Part of,705,not in COW
7070,Kazakh Greater Horde,1816,1848,protectorate,365,7070,Kazakh Greater Horde,1816,1848,Protectorate of,365,
7070,Kazakh Greater Horde,1848,1991,part of,365,7070,Kazakh Greater Horde,1848,1991,Part of,365,
,,,,,,7070,Kazakh Greater Horde,1991,2022,Part of,705,not in COW
,,,,,,7100,Spratley Is.,1816,1933,Discovered,,not in COW
7100,Spratley Is.,1933,1939,occupied,220,7100,Spratley Is.,1933,1939,Occupied by,220,
7100,Spratley Is.,1940,1945,occupied,740,7100,Spratley Is.,1940,1945,Occupied by,740,
7100,Spratley Is.,1949,1993,occupied,713,7100,Spratley Is.,1949,2022,Occupied by,713,
7100,Spratley Is.,1949,1988,claimed,710,7100,Spratley Is.,1949,1988,Claimed by,710,
7100,Spratley Is.,1954,1975,claimed,816,7100,Spratley Is.,1954,1975,Claimed by,816,
7100,Spratley Is.,1954,1974,claimed,817,7100,Spratley Is.,1954,1974,Claimed by,817,
7100,Spratley Is.,1965,1993,occupied,820,7100,Spratley Is.,1965,2022,Occupied by,820,
7100,Spratley Is.,1974,1975,occupied,817,7100,Spratley Is.,1974,1975,Occupied by,817,
7100,Spratley Is.,1975,1993,occupied,816,7100,Spratley Is.,1975,2022,Occupied by,815,change in sovereign code
7100,Spratley Is.,1976,1993,occupied,840,7100,Spratley Is.,1976,2022,Occupied by,840,
7100,Spratley Is.,1985,1993,claimed,835,7100,Spratley Is.,1985,2022,Claimed by,835,
7100,Spratley Is.,1988,1993,occupied,710,7100,Spratley Is.,1988,2022,Occupied by,710,
7101,Ping-nan,1816,1855,part of,710,7101,Ping-nan,1816,1855,Part of,710,
,,,,,,7101,Ping-nan,1855,1873,Unknown,,not in COW
7101,Ping-nan,1873,1993,part of,710,7101,Ping-nan,1873,2022,Part of,710,
7102,Jungaria,1816,1863,part of,710,7102,Jungaria,1816,1863,Part of,710,
,,,,,,7102,Jungaria,1863,1876,Unknown,,not in COW
7102,Jungaria,1876,1993,part of,710,7102,Jungaria,1876,2022,Part of,710,
7103,Kashgaria,1816,1863,part of,710,7103,Kashgar,1816,1863,Part of,710,
,,,,,,7103,Kashgar,1863,1878,Unknown,,not in COW
7103,Kashgaria,1878,1993,part of,710,7103,Kashgar,1878,2022,Part of,710,
7104,Kwangtung Territory (leased),1816,1898,part of,710,7104,Kwangtung Territory,1816,1898,Part of,710,change in name
7104,Kwangtung Territory (leased),1898,1905,leased,365,7104,Kwangtung Territory,1898,1905,Leased to,365,change in name
7104,Kwangtung Territory (leased),1905,1945,leased,740,7104,Kwangtung Territory,1905,1945,Leased to,740,change in name
7104,Kwangtung Territory (leased),1945,1950,leased,365,7104,Kwangtung Territory,1945,1955,Occupied by,365,"change in name, year and status"
7104,Kwangtung Territory (leased),1950,1993,part of,710,7104,Kwangtung Territory,1955,2022,Part of,710,change in name and year
7105,Weihaiwei,1816,1898,part of,710,7105,Weihaiwei,1816,1898,Part of,710,
7105,Weihaiwei,1898,1930,leased,200,7105,Weihaiwei,1898,1930,Leased to,200,
,,,,,,7105,Weihaiwei,1930,1945,Part of,713,not in COW
7105,Weihaiwei,1930,1993,part of,710,7105,Weihaiwei,1945,2022,Part of,710,change in year
7106,Tientsin,1816,1900,part of,710,7106,Tientsin (Tianjin),1816,1860,Part of,710,change in name and year
7106,Tientsin,1900,1907,occupied,9998,,,,,,,not in GPH
,,,,,,7106,Tientsin (Tianjin),1860,1945,Leased to,200,not in COW
,,,,,,7106,Tientsin (Tianjin),1860,1902,Leased to,2,not in COW
,,,,,,7106,Tientsin (Tianjin),1861,1946,Leased to,220,not in COW
,,,,,,7106,Tientsin (Tianjin),1895,1917,Leased to,255,not in COW
,,,,,,7106,Tientsin (Tianjin),1898,1945,Occupied by,740,not in COW
,,,,,,7106,Tientsin (Tianjin),1900,1924,Leased to,365,not in COW
,,,,,,7106,Tientsin (Tianjin),1901,1947,Leased to,325,not in COW
,,,,,,7106,Tientsin (Tianjin),1902,1917,Leased to,300,not in COW
,,,,,,7106,Tientsin (Tianjin),1902,1931,Leased to,211,not in COW
7106,Tientsin,1907,1993,part of,710,7106,Tientsin (Tianjin),1945,2022,Part of,710,change in name and year
7107,Anhwei-Fukien,1816,1917,part of,710,7107,Anhwei-Fukien,1816,1917,Part of,710,
7107,Anhwei-Fukien,1920,1928,part of,7111,7107,Anhwei-Fukien,1920,1928,Part of,7111,
7108,Yangtze Valley,1816,1917,part of,710,7108,Yangtze Valley,1816,1917,Part of,710,
7108,Yangtze Valley,1928,1993,part of,710,7108,Yangtze Valley,1928,2022,Part of,710,
7109,Yunnan,1816,1917,part of,710,7109,Yunnan,1816,1917,Part of,710,
7109,Yunnan,1928,1993,part of,710,7109,Yunnan,1928,2022,Part of,710,
7110,Kwanchowan,1816,1898,part of,710,7110,Kwanchowan,1816,1898,Part of,710,
7110,Kwanchowan,1898,1943,leased,220,7110,Kwanchowan,1898,1943,Leased to,220,
7110,Kwanchowan,1898,1946,part of,810,7110,Kwanchowan,1898,1946,Part of,810,
7110,Kwanchowan,1943,1945,occupied,740,7110,Kwanchowan,1943,1945,Occupied by,740,
7110,Kwanchowan,1945,1946,leased,220,7110,Kwanchowan,1945,1946,Leased to,220,
7110,Kwanchowan,1946,1993,part of,710,7110,Kwanchowan,1946,2022,Part of,710,
7111,Manchuria,1816,1900,part of,710,7111,Manchuria,1816,1900,Part of,710,
7111,Manchuria,1900,1907,occupied,365,7111,Manchuria,1900,1907,Occupied by,365,
7111,Manchuria,1907,1917,part of,710,7111,Manchuria,1907,1917,Part of,710,
7111,Manchuria,1928,1932,part of,710,7111,Manchuria,1905,1932,Occupied by,740,"change in year, status and sovereign code"
7111,Manchuria,1932,1945,part of,711,7111,Manchuria,1932,1945,Part of,711,
7111,Manchuria,1945,1993,part of,710,7111,Manchuria,1945,2022,Part of,710,
7112,Szechwan (Sichuan),1816,1917,part of,710,7112,Szechwan (Sichuan),1816,1912,Part of,710,change in year
,,,,,,7112,Szechwan (Sichuan),1912,1949,Part of,713,not in COW
7112,Szechwan (Sichuan),1937,1993,part of,710,7112,Szechwan (Sichuan),1949,2022,Part of,710,change in year
7113,Chinghai (Tsinghai),1816,1917,part of,710,7113,Chinghai (Tsinghai),1816,1928,Part of,710,change in year
,,,,,,7113,Chinghai (Tsinghai),1928,1950,Part of,713,not in COW
7113,Chinghai (Tsinghai),1940,1993,part of,710,7113,Chinghai (Tsinghai),1950,2022,Part of,710,change in year
7114,Xinjiang (Sinkiang),1816,1937,part of,710,7114,Xinjiang (Sinkiang),1816,1937,Part of,710,
,,,,,,7114,Xinjiang (Sinkiang),1937,1949,Occupied by,365,not in COW
7114,Xinjiang (Sinkiang),1945,1993,part of,710,7114,Xinjiang (Sinkiang),1949,1955,Part of,710,change in year
,,,,,,7114,Xinjiang (Sinkiang),1955,2022,Dependency of,710,not in COW
7115,"Provisional Government of the Republic of
China",1816,1937,part of,710,,,,,,,not in GPH
7115,"Provisional Government of the Republic of
China",1937,1945,occupied,740,7115,Provisional Government of the Republic of China,1937,1940,Occupied by,740,change in year
7115,"Provisional Government of the Republic of
China",1945,1993,part of,710,7115,Provisional Government of the Republic of China,1940,1945,Part of,7117,change in year and sovereign code
7116,Reformed Government of China,1816,1937,part of,710,,,,,,,not in GPH
7116,Reformed Government of China,1937,1945,occupied,740,7116,Reformed Government of China,1938,1940,Occupied by,740,change in year
7116,Reformed Government of China,1945,1993,part of,710,7116,Reformed Government of China,1940,1945,Part of,7117,change in year and sovereign code
,,,,,,7117,Reorganized National Government of the Republic of China,1940,1945,Occupied by,740,not in COW
,,,,,,7118,Ningxia,1816,1958,Part of,710,not in COW
,,,,,,7118,Ningxia,1958,2022,Dependency of,710,not in COW
7121,Inner Mongolia,1816,1937,part of,710,7119,Inner Mongolia,1816,1937,Part of,710,change in code
7121,Inner Mongolia,1937,1945,occupied,740,7119,Inner Mongolia,1937,1945,Occupied by,740,change in code
7121,Inner Mongolia,1945,1993,part of,710,7119,Inner Mongolia,1945,1947,Part of,710,change in code and year
,,,,,,7119,Inner Mongolia,1947,2022,Dependency of,710,not in COW
7220,Kiauchau,1816,1898,part of,710,7120,Kiauchau,1816,1898,Part of,710,change in code
7220,Kiauchau,1898,1914,leased,255,7120,Kiauchau,1898,1914,Leased to,255,change in code
7220,Kiauchau,1914,1922,occupied,740,7120,Kiauchau,1914,1922,Occupied by,740,change in code
7220,Kiauchau,1922,1993,part of,710,7120,Kiauchau,1922,2022,Part of,710,change in code
,,,,,,7121,Shangai,1816,1839,Part of,710,not in COW
,,,,,,7121,Shangai,1839,1842,Occupied by,200,not in COW
,,,,,,7121,Shangai,1842,1846,Part of,710,not in COW
,,,,,,7121,Shangai,1846,1863,Leased to,200,not in COW
,,,,,,7121,Shangai,1848,1863,Leased to,2,not in COW
,,,,,,7121,Shangai,1849,1946,Leased to,220,not in COW
,,,,,,7121,Shangai,1902,1943,Leased to,325,not in COW
,,,,,,7121,Shangai,1863,1943,Leased to,9998,not in COW
,,,,,,7121,Shangai,1932,1945,Occupied by,740,not in COW
,,,,,,7121,Shangai,1945,2022,Part of,710,not in COW
,,,,,,7122,Beijing,1816,1861,Part of,710,not in COW
,,,,,,7122,Beijing,1861,1945,Leased to,9998,not in COW
,,,,,,7122,Beijing,1945,2022,Part of,710,not in COW
,,,,,,7123,Gulangyu (Kulangsu),1816,1902,Part of,710,not in COW
,,,,,,7123,Gulangyu (Kulangsu),1902,1943,Leased to,9998,not in COW
,,,,,,7123,Gulangyu (Kulangsu),1943,2022,Part of,710,not in COW
,,,,,,7124,Guangzhou (Canton),1816,1861,Part of,710,not in COW
,,,,,,7124,Guangzhou (Canton),1859,1945,Leased to,200,not in COW
,,,,,,7124,Guangzhou (Canton),1859,1946,Leased to,220,not in COW
,,,,,,7124,Guangzhou (Canton),1946,2022,Part of,710,not in COW
,,,,,,7125,Hankou,1816,1861,Part of,710,not in COW
,,,,,,7125,Hankou,1861,1927,Leased to,200,not in COW
,,,,,,7125,Hankou,1895,1917,Leased to,255,not in COW
,,,,,,7125,Hankou,1896,1943,Leased to,220,not in COW
,,,,,,7125,Hankou,1896,1924,Leased to,365,not in COW
,,,,,,7125,Hankou,1898,1945,Occupied by,740,not in COW
,,,,,,7125,Hankou,1945,1954,Part of,710,not in COW
,,,,,,7125,Hankou,1954,1954,Dissolved into,710,not in COW
,,,,,,7126,Kunming,1816,1904,Part of,710,not in COW
,,,,,,7126,Kunming,1904,1940,Leased to,220,not in COW
,,,,,,7126,Kunming,1940,2022,Part of,710,not in COW
,,,,,,7127,Xiamen (Amoy),1816,1852,Part of,710,not in COW
,,,,,,7127,Xiamen (Amoy),1852,1930,Leased to,200,not in COW
,,,,,,7127,Xiamen (Amoy),1902,1943,Leased to,325,not in COW
,,,,,,7127,Xiamen (Amoy),1943,2022,Part of,710,not in COW
,,,,,,7128,Chongqing,1816,1897,Part of,710,not in COW
,,,,,,7128,Chongqing,1897,1937,Leased to,740,not in COW
,,,,,,7128,Chongqing,1937,2022,Part of,710,not in COW
,,,,,,7129,Suzhou,1816,1897,Part of,710,not in COW
,,,,,,7129,Suzhou,1897,1943,Leased to,740,not in COW
,,,,,,7129,Suzhou,1943,2022,Part of,710,not in COW
,,,,,,7130,Hangzhou,1816,1897,Part of,710,not in COW
,,,,,,7130,Hangzhou,1897,1943,Leased to,740,not in COW
,,,,,,7130,Hangzhou,1943,2022,Part of,710,not in COW
,,,,,,7131,"Shashi, Jingzhou",1816,1898,Part of,710,not in COW
,,,,,,7131,"Shashi, Jingzhou",1898,1943,Leased to,740,not in COW
,,,,,,7131,"Shashi, Jingzhou",1943,2022,Part of,710,not in COW
,,,,,,7132,Dalian,1816,1858,Part of,710,not in COW
,,,,,,7132,Dalian,1858,1860,Leased to,200,not in COW
,,,,,,7132,Dalian,1860,1898,Part of,710,not in COW
,,,,,,7132,Dalian,1898,1905,Leased to,365,not in COW
,,,,,,7132,Dalian,1905,1945,Part of,7104,not in COW
,,,,,,7132,Dalian,1945,1950,Occupied by,365,not in COW
,,,,,,7132,Dalian,1950,2022,Part of,710,not in COW
,,,,,,7133,Harbin,1816,1896,Part of,710,not in COW
,,,,,,7133,Harbin,1896,1952,Leased to,365,not in COW
,,,,,,7133,Harbin,1952,2022,Part of,710,not in COW
,,,,,,7134,Lüshun Port (Port Arthur),1816,1895,Part of,710,not in COW
,,,,,,7134,Lüshun Port (Port Arthur),1895,1905,Leased to,365,not in COW
,,,,,,7134,Lüshun Port (Port Arthur),1905,1945,Part of,7104,not in COW
,,,,,,7134,Lüshun Port (Port Arthur),1945,1956,Occupied by,365,not in COW
,,,,,,7134,Lüshun Port (Port Arthur),1956,2022,Part of,710,not in COW
,,,,,,7135,Liugong I.,1816,1898,Part of,710,not in COW
,,,,,,7135,Liugong I.,1898,1930,Part of,7105,not in COW
,,,,,,7135,Liugong I.,1930,1940,Leased to,200,not in COW
,,,,,,7135,Liugong I.,1940,2022,Part of,710,not in COW
,,,,,,7136,Jiujiang,1816,1861,Part of,710,not in COW
,,,,,,7136,Jiujiang,1861,1929,Leased to,200,not in COW
,,,,,,7136,Jiujiang,1929,2022,Part of,710,not in COW
,,,,,,7137,Zhenjiang,1816,1861,Part of,710,not in COW
,,,,,,7137,Zhenjiang,1861,1929,Leased to,200,not in COW
,,,,,,7137,Zhenjiang,1929,2022,Part of,710,not in COW
,,,,,,7220,Diaoyu (Senkaku) Is.,1816,1895,Discovered,,not in COW
,,,,,,7220,Diaoyu (Senkaku) Is.,1895,1945,Occupied by,740,not in COW
7131,Diaoyu (Senkaku) Is.,1945,1972,occupied,2,7220,Diaoyu (Senkaku) Is.,1945,1972,Occupied by,2,change in code
,,,,,,7220,Diaoyu (Senkaku) Is.,1972,2022,Possession of,740,not in COW
,,,,,,7220,Diaoyu (Senkaku) Is.,1972,2022,Claimed by,713,not in COW
7131,Diaoyu (Senkaku) Is.,1949,1993,claimed,710,7220,Diaoyu (Senkaku) Is.,1972,2022,Claimed by,710,change in code and year
7301,Ko-mun I.,1816,1885,part of,730,7301,Port Hamilton (Komundo),1816,1885,Part of,730,change in name
7301,Ko-mun I.,1885,1887,occupied,200,7301,Port Hamilton (Komundo),1885,1887,Occupied by,200,change in name
7301,Ko-mun I.,1887,1905,part of,730,7301,Port Hamilton (Komundo),1887,1905,Part of,730,change in name
,,,,,,7302,Kaesong,1816,1945,Part of,730,not in COW
,,,,,,7302,Kaesong,1945,1953,Part of,732,not in COW
,,,,,,7302,Kaesong,1953,2022,Dependency of,731,not in COW
,,,,,,7311,Sinuiju,1816,1948,Part of,730,not in COW
,,,,,,7311,Sinuiju,1948,2002,Part of,731,not in COW
,,,,,,7311,Sinuiju,2002,2022,Dependency of,731,not in COW
,,,,,,7312,Kumgangsan,1816,1948,Part of,730,not in COW
,,,,,,7312,Kumgangsan,1948,1998,Part of,731,not in COW
,,,,,,7312,Kumgangsan,1998,2022,Dependency of,731,not in COW
7330,Korean Demilitarized Zone,1945,1953,part of,731,7330,Korean Demilitarized Zone,1945,1953,Part of,731,
7330,Korean Demilitarized Zone,1953,1993,neutral or demilitarized zone,731,7330,Korean Demilitarized Zone,1953,2022,Neutral or demilitarized zone of,731,
,,,,,,7330,Korean Demilitarized Zone,1953,2022,Neutral or demilitarized zone of,732,not in COW
,,,,,,7351,Southern Sakhalin I.,1816,1845,Discovered,,not in COW
,,,,,,7351,Southern Sakhalin I.,1845,1875,Claimed by,740,not in COW
7351,Southern Sakhalin I.,1853,1875,claimed,365,7351,Southern Sakhalin I.,1853,1875,Claimed by,365,
7351,Southern Sakhalin I.,1875,1905,part of,365,7351,Southern Sakhalin I.,1875,1905,Part of,365,
7351,Southern Sakhalin I.,1905,1946,colony,740,7351,Southern Sakhalin I.,1905,1946,Colony of,740,
7351,Southern Sakhalin I.,1946,1993,part of,365,7351,Southern Sakhalin I.,1946,2022,Part of,365,
,,,,,,7352,Vladivostok,1816,1860,Part of,710,not in COW
7352,Vladivostok,1860,1917,part of,365,7352,Vladivostok,1860,1917,Part of,365,
7352,Vladivostok,1917,1922,occupied,740,7352,Vladivostok,1917,1922,Occupied by,740,
7352,Vladivostok,1922,1993,part of,365,7352,Vladivostok,1922,2022,Part of,365,
7360,Tuvinian People's Republic,1816,1912,part of,710,7360,Tuvan People's Republic,1816,1912,Part of,710,
,,,,,,7360,Tuvan People's Republic,1912,1914,Unknown,,not in COW
7360,Tuvinian People's Republic,1914,1918,part of,365,7360,Tuvan People's Republic,1914,1921,Protectorate of,365,change in year and status
7360,Tuvinian People's Republic,1918,1922,part of,710,,,,,,,not in GPH
,,,,,,7360,Tuvan People's Republic,1921,1944,Sovereign (unrecognized),,not in COW
7360,Tuvinian People's Republic,1944,1993,part of,365,7360,Tuvan People's Republic,1944,2022,Part of,365,
7399,Takeshima (Dokko) I.,1816,1955,part of,740,7399,Takeshima (Dokdo) I.,1905,1954,Part of,740,change in year
7399,Takeshima (Dokko) I.,1955,1965,claimed,740,7399,Takeshima (Dokdo) I.,1954,2022,Claimed by,740,change in year
7399,Takeshima (Dokko) I.,1965,1977,neutral or demilitarized zone,740,,,,,,,not in GPH
7399,Takeshima (Dokko) I.,1977,1993,occupied,732,7399,Takeshima (Dokdo) I.,1954,2022,Occupied by,732,change in year
,,,,,,7411,Bonin Is.,1816,1827,Discovered,,not in COW
,,,,,,7411,Bonin Is.,1827,1862,Occupied by,2,not in COW
7411,Bonin Is.,1862,1876,occupied,740,7411,Bonin Is.,1862,1876,Occupied by,740,
7411,Bonin Is.,1876,1945,part of,740,7411,Bonin Is.,1876,1945,Part of,740,
7411,Bonin Is.,1945,1968,occupied,2,7411,Bonin Is.,1945,1968,Occupied by,2,
7411,Bonin Is.,1968,1993,part of,740,7411,Bonin Is.,1968,2022,Part of,740,
,,,,,,7412,Volcano Is.,1816,1891,Discovered,,not in COW
7412,Volcano Is.,1876,1945,part of,740,7412,Volcano Is.,1891,1945,Part of,740,change in year
7412,Volcano Is.,1945,1968,occupied,2,7412,Volcano Is.,1945,1968,Occupied by,2,
7412,Volcano Is.,1968,1993,part of,740,7412,Volcano Is.,1968,2022,Part of,740,
,,,,,,7413,Marcus I.,1816,1898,Discovered,,not in COW
7413,Marcus I.,1876,1945,part of,740,7413,Marcus I.,1898,1945,Part of,740,change in year
7413,Marcus I.,1945,1968,occupied,2,7413,Marcus I.,1945,1968,Occupied by,2,
7413,Marcus I.,1968,1993,part of,740,7413,Marcus I.,1968,2022,Part of,740,
,,,,,,7414,Parece Vela I.,1816,1931,Discovered,,not in COW
7414,Parece Vela I.,1931,1945,part of,740,7414,Parece Vela I.,1931,1945,Part of,740,
7414,Parece Vela I.,1945,1968,occupied,2,7414,Parece Vela I.,1945,1968,Occupied by,2,
7414,Parece Vela I.,1968,1993,part of,740,7414,Parece Vela I.,1968,2022,Part of,740,
7415,Tsushima Is.,1816,1861,part of,740,7415,Tsushima Is.,1816,1861,Part of,740,
7415,Tsushima Is.,1861,1861,occupied,365,7415,Tsushima Is.,1861,1861,Occupied by,365,
7415,Tsushima Is.,1861,1993,part of,740,7415,Tsushima Is.,1861,2022,Part of,740,
,,,,,,7415,Tsushima Is.,1948,1949,Claimed by,732,not in COW
7501,Andaman and Nicobar Is.,1816,1942,part of,750,7500,Andaman and Nicobar Is.,1872,1942,Part of,750,change in code and year
7501,Andaman and Nicobar Is.,1942,1945,occupied,740,7500,Andaman and Nicobar Is.,1942,1945,Occupied by,740,change in code
,,,,,,7500,Andaman and Nicobar Is.,1945,1950,Occupied by,200,not in COW
7501,Andaman and Nicobar Is.,1945,1993,part of,750,7500,Andaman and Nicobar Is.,1950,2022,Part of,750,change in code and year
,,,,,,7501,Andaman Is.,1816,1872,Colony of,200,not in COW
,,,,,,7501,Andaman Is.,1872,2022,Part of,7500,not in COW
7502,Nicobar Is.,1816,1869,part of,7504,7502,Nicobar Is.,1816,1845,Part of,7504,change in year
7502,Nicobar Is.,1816,1869,possession,390,7502,Nicobar Is.,1845,1869,Possession of,390,change in year
7502,Nicobar Is.,1869,1942,part of,750,7502,Nicobar Is.,1869,1872,Part of,750,change in year
7502,Nicobar Is.,1942,1945,occupied,740,,,,,,,not in GPH
7502,Nicobar Is.,1945,1993,part of,750,7502,Nicobar Is.,1872,2022,Part of,7500,change in year and sovereign code
7503,Coromandel Coast Posts,1816,1818,occupied,200,7503,Coromandel Coast Posts,1816,1818,Occupied by,200,
7503,Coromandel Coast Posts,1818,1825,colony,210,7503,Coromandel Coast Posts,1818,1825,Colony of,210,
7503,Coromandel Coast Posts,1825,1993,part of,750,7503,Coromandel Coast Posts,1825,1947,Part of,750,
,,,,,,7503,Coromandel Coast Posts,1947,2022,Part of,750,
7504,Tranquebar and Serampore,1816,1845,colony,390,7504,Tranquebar and Serampore,1816,1845,Colony of,390,
7504,Tranquebar and Serampore,1845,1993,part of,750,7504,Tranquebar and Serampore,1845,1947,Part of,750,
,,,,,,7504,Tranquebar and Serampore,1947,2022,Part of,750,
7505,Hyderabad,1816,1947,part of,750,7505,Hyderabad,1816,1948,Vassal of,750,change in status
7505,Hyderabad,1948,1993,part of,750,7505,Hyderabad,1948,2022,Part of,750,
,,,,,,7506,Malabar Coast,1816,2022,Part of,750,not in COW
,,,,,,7507,Kashmir,1816,1819,Part of,700,not in COW
,,,,,,7507,Kashmir,1819,1846,Part of,7691,not in COW
7507,Kashmir,1846,1947,part of,750,7507,Kashmir,1846,1947,Vassal of,750,change in status
7507,Kashmir,1947,1993,part of,750,7507,Kashmir,1947,2022,Part of,750,
,,,,,,7507,Kashmir,1947,1947,Dissolved into,7708,not in COW
,,,,,,7507,Kashmir,1947,1947,Dissolved into,7709,not in COW
,,,,,,7511,Bikaner,1816,1947,Vassal of,750,not in COW
7511,Bikaner,1818,1993,part of,750,7511,Bikaner,1947,2022,Part of,750,change in year
,,,,,,7512,Jaipur,1816,1818,Sovereign (unrecognized),,not in COW
,,,,,,7512,Jaipur,1818,1947,Vassal of,750,not in COW
7512,Jaipur,1818,1993,part of,750,7512,Jaipur,1947,2022,Part of,750,change in year
,,,,,,7513,Udaipur,1816,1818,Part of,7589,not in COW
,,,,,,7513,Udaipur,1818,1949,Vassal of,750,not in COW
7513,Udaipur,1817,1993,part of,750,7513,Udaipur,1949,2022,Part of,750,change in year
,,,,,,7514,Kishangarh,1816,1818,Sovereign (unrecognized),,not in COW
,,,,,,7514,Kishangarh,1818,1948,Vassal of,750,not in COW
7514,Kishangarh,1818,1993,part of,750,7514,Kishangarh,1948,2022,Part of,750,change in year
,,,,,,7515,Lawa,1816,1817,Part of,7512,not in COW
,,,,,,7515,Lawa,1817,1867,Vassal of,7527,not in COW
,,,,,,7515,Lawa,1867,1947,Vassal of,750,not in COW
7515,Lawa,1818,1993,part of,750,7515,Lawa,1947,2022,Part of,750,change in year
,,,,,,7516,Jodhpur,1816,1818,Sovereign (unrecognized),,not in COW
,,,,,,7516,Jodhpur,1818,1947,Vassal of,750,not in COW
7516,Jodhpur,1818,1993,part of,750,7516,Jodhpur,1947,2022,Part of,750,change in year
,,,,,,7517,Jaisalmer,1816,1818,Sovereign (unrecognized),,not in COW
,,,,,,7517,Jaisalmer,1818,1947,Vassal of,750,not in COW
7517,Jaisalmer,1818,1993,part of,750,7517,Jaisalmer,1947,2022,Part of,750,change in year
7518,Dholpur,1818,1993,part of,750,7518,Dholpur,1816,1949,Part of,750,change in year
,,,,,,7518,Dholpur,1949,2022,Part of,750,
,,,,,,7519,Karauli,1816,1817,Part of,7589,not in COW
,,,,,,7519,Karauli,1817,1949,Vassal of,750,not in COW
7519,Karauli,1817,1993,part of,750,7519,Karauli,1949,2022,Part of,750,change in year
,,,,,,7521,Kotah,1816,1817,Sovereign (unrecognized),,not in COW
,,,,,,7521,Kotah,1817,1947,Vassal of,750,not in COW
7521,Kotah,1817,1993,part of,750,7521,Kotah,1947,2022,Part of,750,change in year
,,,,,,7522,Banswara,1816,1818,Sovereign (unrecognized),,not in COW
,,,,,,7522,Banswara,1818,1949,Vassal of,750,not in COW
