COW_code,COW_name,start_year,end_year,COW_status,sovereign_COW_code,GPH_code,GPH_name,start_year,end_year,GPH_status,sovereign_GPH_code,change in GPH vs. COW
,,,,,,4396,Yatenga,1816,1895,Sovereign (unrecognized),,not in COW
4396,Yatenga,1895,1958,part of,430,4396,Yatenga,1895,1958,Part of,430,
,,,,,,4397,Busuma,1816,1895,Sovereign (unrecognized),,not in COW
4397,Busuma,1895,1958,part of,430,4397,Busuma,1895,1958,Part of,430,
,,,,,,4398,Riziam,1816,1895,Unknown,,not in COW
4398,Riziam,1895,1958,part of,430,4398,Riziam,1895,1958,Part of,430,
,,,,,,4501,Maryland,1834,1857,Colony of,2,not in COW
4501,Maryland,1857,1993,part of,450,4501,Maryland,1857,2022,Part of,450,
4511,Sierra Leone Protectorate,1896,1961,protectorate,200,,,,,,,not in GPH
4511,Sierra Leone Protectorate,1896,1993,part of,451,,,,,,,not in GPH
,,,,,,4512,Aku,1816,1880,Unknown,,not in COW
4512,Aku,1880,1993,part of,451,4512,Aku,1880,2022,Part of,451,
,,,,,,4513,Banana Islands,1816,1820,Discovered,,not in COW
4513,Banana Island,1820,1993,part of,451,4513,Banana Islands,1820,2022,Part of,451,
,,,,,,4514,Bumpe,1816,1888,Unknown,,not in COW
4514,Bumpe,1888,1993,part of,451,4514,Bumpe,1888,2022,Part of,451,
,,,,,,4515,Koya-Temne,1816,1896,Sovereign (unrecognized),,not in COW
4515,Koya-Temne,1896,1993,part of,451,4515,Koya-Temne,1896,2022,Part of,451,
,,,,,,4516,Shenge (Plantation Island),1816,1888,Discovered,,not in COW
4516,Shenge (Plantation Island),1888,1993,part of,451,4516,Shenge (Plantation Island),1888,2022,Part of,451,
,,,,,,4521,Asante (Ashanti Empire),1816,1896,Sovereign (unrecognized),,not in COW
4521,Asante,1896,1901,occupied,200,4521,Asante (Ashanti Empire),1896,1901,Occupied by,200,change in name
,,,,,,4521,Asante (Ashanti Empire),1901,1935,Protectorate of,200,not in COW
,,,,,,4521,Asante (Ashanti Empire),1935,1957,Sovereign (unrecognized),,not in COW
4521,Asante,1901,1993,part of,452,4521,Asante (Ashanti Empire),1957,2022,Part of,452,change in name and year
4522,Adansi,1816,1873,part of,4521,4522,Adansi,1816,1886,Part of,4521,change in year
4522,Adansi,1886,1993,part of,452,4522,Adansi,1886,2022,Part of,452,
4523,Akwamu,1816,1826,part of,4521,4523,Akwamu,1816,1874,Part of,4521,change in year
4523,Akwamu,1874,1993,part of,452,4523,Akwamu,1874,2022,Part of,452,
4524,Akwapim,1816,1826,part of,4521,4524,Akwapim,1816,1873,Part of,4521,change in year
4524,Akwapim,1873,1874,occupied,200,4524,Akwapim,1873,1874,Occupied by,200,
4524,Akwapim,1874,1993,part of,452,4524,Akwapim,1874,2022,Part of,452,
4525,Akyem,1816,1826,part of,4521,4525,Akyem,1816,1873,Part of,4521,change in year
4525,Akyem,1873,1874,occupied,200,4525,Akyem,1873,1874,Occupied by,200,
4525,Akyem,1874,1993,part of,452,4525,Akyem,1874,2022,Part of,452,
,,,,,,4526,Dagomba,1816,1874,Part of,4521,not in COW
,,,,,,4526,Dagomba,1874,1899,Sovereign (unrecognized),,not in COW
4526,Dagomba,1897,1993,part of,452,4526,Dagomba,1899,2022,Part of,452,change in year
,,,,,,4526,Dagomba,1899,2022,Part of,460,not in COW
4527,Denkyira,1816,1826,part of,4521,4527,Denkyira,1816,1868,Vassal of,4521,change in year and status
,,,,,,4527,Denkyira,1868,1874,Part of,4528,not in COW
4527,Denkyira,1873,1874,occupied,200,,,,,,,not in GPH
4527,Denkyira,1874,1993,part of,452,4527,Denkyira,1874,2022,Part of,452,
4528,Fante,1816,1826,part of,4521,4528,Fante,1816,1844,Part of,4521,change in year
4528,Fante,1873,1874,occupied,200,4528,Fante,1844,1868,Protectorate of,200,change in year and status
,,,,,,4528,Fante,1868,1874,Sovereign (unrecognized),,not in COW
4528,Fante,1874,1993,part of,452,4528,Fante,1874,2022,Part of,452,
4529,Ga,1816,1826,part of,4521,4529,Ga,1816,1873,Vassal of,4521,change in year and status
4529,Ga,1873,1874,occupied,200,4529,Ga,1873,1874,Occupied by,200,
4529,Ga,1874,1993,part of,452,4529,Ga,1874,2022,Part of,452,
,,,,,,4531,Gonja,1816,1874,Part of,4521,not in COW
,,,,,,4531,Gonja,1874,1899,Sovereign (unrecognized),,not in COW
4531,Gonja,1897,1993,part of,452,4531,Gonja,1899,2022,Part of,452,change in year
,,,,,,4532,Gyamen,1816,1895,Unknown,,not in COW
4532,Gyamen,1895,1993,part of,452,4532,Gyamen,1895,2022,Part of,452,
4533,Wassa,1816,1826,part of,4521,4533,Wassa,1816,1826,Vassal of,4521,change in status
,,,,,,4533,Wassa,1826,1868,Unknown,,not in COW
,,,,,,4533,Wassa,1868,1874,Part of,4528,not in COW
4533,Wassa,1873,1874,occupied,200,,,,,,,not in GPH
4533,Wassa,1874,1993,part of,452,4533,Wassa,1874,2022,Part of,452,
4534,Danish Posts (Gold Gold Coast),1816,1850,possession,390,4534,Danish Posts (Gold Coast),1816,1850,Possession of,390,
4534,Danish Posts (Gold Gold Coast),1850,1993,part of,452,4534,Danish Posts (Gold Coast),1850,2022,Part of,452,
4535,Dutch Posts (Gold Coast),1816,1871,possession,210,4535,Dutch Posts (Gold Coast),1816,1872,Possession of,210,
4535,Dutch Posts (Gold Coast),1871,1993,part of,452,4535,Dutch Posts (Gold Coast),1872,2022,Part of,452,
4536,Northern Territories,1897,1957,protectorate,200,4536,Northern Territories (Gold Coast),1897,1901,Protectorate of,200,change in year
4536,Northern Territories,1901,1993,part of,452,4536,Northern Territories (Gold Coast),1901,2022,Part of,452,
4559,Gold Coast-Togoland (neutral or demilitarized zone Zone),1887,,neutral or demilitarized zone,200,4559,Gold Coast-Togoland (Neutral Zone),1887,1899,Neutral or demilitarized zone of,200,change in year
,,,,,,4711,Bamum (Bamoun),1816,1884,Sovereign (unrecognized),,not in COW
4711,Bamum (Bamoun),1890,1919,part of,470,4711,Bamum (Bamoun),1884,1919,Part of,470,change in year
4711,Bamum (Bamoun),1919,1992,part of,471,4711,Bamum (Bamoun),1919,2022,Part of,471,
,,,,,,4735,Kontagora,1816,1864,Unknown,,not in COW
,,,,,,4735,Kontagora,1864,1901,Part of,4751,not in COW
,,,,,,4735,Kontagora,1901,1914,Part of,4784,not in COW
4735,Kontagora,1901,1993,part of,475,4735,Kontagora,1914,2022,Part of,475,change in year
,,,,,,4736,Keana,1816,1900,Unknown,,not in COW
,,,,,,4736,Keana,1900,1914,Part of,4784,not in COW
4736,Keana,1900,1993,part of,475,4736,Keana,1914,2022,Part of,475,change in year
,,,,,,4737,Fika,1816,1899,Sovereign (unrecognized),,not in COW
,,,,,,4737,Fika,1899,1914,Part of,4784,not in COW
4737,Fika,1899,1993,part of,475,4737,Fika,1914,2022,Part of,475,change in year
,,,,,,4738,Doma (Gara),1816,1903,Unknown,,not in COW
,,,,,,4738,Doma (Gara),1903,1914,Part of,4784,not in COW
4738,Doma (Gara),1901,1993,part of,475,4738,Doma (Gara),1914,2022,Part of,475,change in year
,,,,,,4741,Abuja (Suleja),1828,1902,Sovereign (unrecognized),,not in COW
,,,,,,4741,Abuja (Suleja),1902,1914,Part of,4784,not in COW
4741,Abuja,1902,1993,part of,475,4741,Abuja (Suleja),1914,2022,Part of,475,change in name and year
,,,,,,4742,Igala,1816,1901,Sovereign (unrecognized),,not in COW
,,,,,,4742,Igala,1901,1914,Part of,4784,not in COW
4742,Igala,1901,1993,part of,475,4742,Igala,1914,2022,Part of,475,change in year
,,,,,,4744,Wukari (Kwararafa),1816,1840,Vassal of,4763,not in COW
,,,,,,4744,Wukari (Kwararafa),1840,1901,Sovereign (unrecognized),,not in COW
,,,,,,4744,Wukari (Kwararafa),1901,1914,Part of,4783,not in COW
4744,Kwararafa,1901,1993,part of,475,4744,Wukari (Kwararafa),1914,2022,Part of,475,change in name and year
,,,,,,4746,Yauri,1816,1903,Vassal of,4754,not in COW
,,,,,,4746,Yauri,1903,1914,Part of,4784,not in COW
4746,Yauri,1903,1993,part of,475,4746,Yauri,1914,2022,Part of,475,change in year
,,,,,,4750,Oyo Empire,1816,1835,Sovereign (unrecognized),,not in COW
,,,,,,4751,Sokoto,1816,1903,Sovereign (unrecognized),,not in COW
,,,,,,4751,Sokoto,1903,1914,Part of,4784,not in COW
4751,Sokoto,1903,1993,part of,475,4751,Sokoto,1914,2022,Part of,475,change in year
,,,,,,4752,Adamawa,1816,1903,Part of,4751,not in COW
,,,,,,4752,Adamawa,1903,1914,Part of,4784,not in COW
4752,Adamawa,1902,1993,part of,475,4752,Adamawa,1914,2022,Part of,475,change in year
,,,,,,4753,Bauchi,1816,1903,Part of,4751,not in COW
,,,,,,4753,Bauchi,1903,1914,Part of,4784,not in COW
4753,Bauchi,1902,1993,part of,475,4753,Bauchi,1914,2022,Part of,475,change in year
,,,,,,4754,Gwandu,1816,1903,Part of,4751,not in COW
,,,,,,4754,Gwandu,1903,1914,Part of,4784,not in COW
4754,Gwandu,1902,1993,part of,475,4754,Gwandu,1914,2022,Part of,475,change in year
,,,,,,4755,Hadejia,1816,1903,Part of,4751,not in COW
,,,,,,4755,Hadejia,1903,1914,Part of,4784,not in COW
4755,Hadejia,1902,1993,part of,475,4755,Hadejia,1914,2022,Part of,475,change in year
,,,,,,4756,Ilorin,1816,1824,Vassal of,4750,not in COW
,,,,,,4756,Ilorin,1824,1897,Part of,4751,not in COW
,,,,,,4756,Ilorin,1897,1900,Vassal of,200,not in COW
,,,,,,4756,Ilorin,1900,1914,Part of,4784,not in COW
4756,Ilorin,1897,1993,part of,475,4756,Ilorin,1914,2022,Part of,475,change in year
,,,,,,4757,Kano,1816,1903,Part of,4751,not in COW
,,,,,,4757,Kano,1903,1914,Part of,4784,not in COW
4757,Kano,1898,1993,part of,475,4757,Kano,1914,2022,Part of,475,change in year
,,,,,,4758,Katsina,1816,1903,Part of,4751,not in COW
,,,,,,4758,Katsina,1903,1914,Part of,4784,not in COW
4758,Katsina,1902,1993,part of,475,4758,Katsina,1914,2022,Part of,475,change in year
,,,,,,4759,Katagum,1816,1903,Part of,4751,not in COW
,,,,,,4759,Katagum,1903,1914,Part of,4784,not in COW
4759,Katagum,1902,1993,part of,475,4759,Katagum,1914,2022,Part of,475,change in year
,,,,,,4761,Nupe,1816,1836,Unknown,,not in COW
,,,,,,4761,Nupe,1836,1902,Part of,4751,not in COW
,,,,,,4761,Nupe,1902,1914,Part of,4784,not in COW
4761,Nupe,1902,1993,part of,475,4761,Nupe,1914,2022,Part of,475,change in year
,,,,,,4762,Zaria,1816,1903,Part of,4751,not in COW
,,,,,,4762,Zaria,1903,1914,Part of,4784,not in COW
4762,Zaria,1902,1993,part of,475,4762,Zaria,1914,2022,Part of,475,change in year
,,,,,,4763,Bornu (Kanem),1816,1892,Sovereign (unrecognized),,not in COW
4763,Bornu,1816,1892,part of,4764,,,,,,,not in GPH
4764,Kanem,1892,1900,part of,4766,4763,Bornu (Kanem),1892,1900,Part of,4766,change in code and name
,,,,,,4765,Mandara,1816,1892,Unknown,,not in COW
4765,Mandara,1892,1900,part of,4766,4765,Mandara,1892,1900,Part of,4766,
4766,Rabeh,1816,1892,part of,4763,4766,Rabah,1816,1892,Part of,4763,
,,,,,,4766,Rabah,1900,1914,Part of,4784,not in COW
4766,Rabeh,1900,1993,part of,475,4766,Rabah,1914,2022,Part of,475,change in name and year
,,,,,,4768,Egba,1816,1893,Unknown,,not in COW
,,,,,,4768,Egba,1893,1914,Part of,4783,not in COW
4768,Egba,1893,1993,part of,475,4768,Egba,1914,2022,Part of,475,change in year
,,,,,,4769,Ibadan,1829,1893,Sovereign (unrecognized),,not in COW
,,,,,,4769,Ibadan,1893,1914,Part of,4781,not in COW
4769,Ibadan,1893,1993,part of,475,4769,Ibadan,1914,2022,Part of,475,change in year
,,,,,,4771,Ife,1816,1867,Unknown,,not in COW
4771,Ife,1867,1893,part of,4769,4771,Ife,1867,1893,Part of,4769,
,,,,,,4772,Ijaiye,1816,1867,Unknown,,not in COW
4772,Ijaye,1867,1893,part of,4769,4772,Ijaiye,1867,1893,Part of,4769,
,,,,,,4773,Ijebu,1816,1893,Sovereign (unrecognized),,not in COW
,,,,,,4773,Ijebu,1893,1914,Part of,4783,not in COW
4773,Ijebu,1893,1993,part of,475,4773,Ijebu,1914,2022,Part of,475,change in year
,,,,,,4774,Ilesha,1816,1867,Unknown,,not in COW
4774,Ilesha,1867,1893,part of,4769,4774,Ilesha,1867,1893,Part of,4769,
,,,,,,4775,New Oyo,1816,1867,Part of,434,not in COW
4775,New Oyo,1867,1893,part of,4769,4775,New Oyo,1867,1893,Part of,4769,
,,,,,,4776,Benin (Edo),1816,1897,Sovereign (unrecognized),,not in COW
,,,,,,4776,Benin (Edo),1897,1914,Part of,4783,not in COW
4776,Benin,1897,1993,part of,475,4776,Benin (Edo),1914,2022,Part of,475,change in year
,,,,,,4781,Lagos,1816,1861,Vassal of,4776,not in COW
4781,Lagos,1861,1866,colony,200,4781,Lagos,1861,1866,Colony of,200,
4781,Lagos,1866,1874,part of,451,4781,Lagos,1866,1874,Part of,451,
4781,Lagos,1874,1886,part of,452,4781,Lagos,1874,1886,Part of,452,
4781,Lagos,1886,1906,colony,200,4781,Lagos,1886,1906,Colony of,200,
4781,Lagos,1906,1914,part of,4783,4781,Lagos,1906,1914,Part of,4783,
4781,Lagos,1914,1993,part of,475,4781,Lagos,1914,2022,Part of,475,
4782,Oil Rivers Protectorate,1885,1899,protectorate,200,4782,Oil Rivers Protectorate,1885,1899,Protectorate of,200,
4782,Oil Rivers Protectorate,1899,1914,part of,4783,4782,Oil Rivers Protectorate,1899,1899,Part of,4783,
4782,Oil Rivers Protectorate,1914,1993,part of,475,,,,,,,not in GPH
4783,Southern Nigeria,1899,1914,protectorate,200,4783,Southern Nigeria (Niger Coast Protectorate),1884,1900,Protectorate of,200,change in name
,,,,,,4783,Southern Nigeria (Niger Coast Protectorate),1900,1914,Protectorate of,200,change in name
4783,Southern Nigeria,1914,1993,part of,475,4783,Southern Nigeria (Niger Coast Protectorate),1914,1914,Dissolved into,475,change in name
4784,Northern Nigeria,1899,1914,protectorate,200,4784,Northern Nigeria (British Nigeria),1879,1900,Possession of,200,change in name
,,,,,,4784,Northern Nigeria (British Nigeria),1900,1914,Protectorate of,200,change in name
4784,Northern Nigeria,1914,1993,part of,475,4784,Northern Nigeria (British Nigeria),1914,1914,Dissolved into,475,change in name
4790,Biafra,1914,1967,part of,475,,,,,,,not in GPH
4790,Biafra,1970,1993,part of,475,4790,Biafra,1967,1970,Sovereign (unrecognized),,change in year and status
,,,,,,4791,Bonny,1816,1885,Sovereign (unrecognized),,not in COW
4791,Bonny,1885,1899,part of,4782,4791,Bonny,1885,1899,Part of,4782,
,,,,,,4791,Bonny,1899,1914,Part of,4783,not in COW
,,,,,,4791,Bonny,1914,2022,Part of,475,not in COW
,,,,,,4792,Old Calabar (Efik),1816,1885,Sovereign (unrecognized),,not in COW
4792,0ld Calabar (Efik),1885,1899,part of,4782,4792,Old Calabar (Efik),1885,1899,Part of,4782,
,,,,,,4792,Old Calabar (Efik),1899,1914,Part of,4783,not in COW
,,,,,,4792,Old Calabar (Efik),1914,2022,Part of,475,not in COW
,,,,,,4793,New Calabar (Kalabari),1816,1885,Sovereign (unrecognized),,not in COW
4793,New Calabar (Kalabari),1885,1899,part of,4782,4793,New Calabar (Kalabari),1885,1899,Part of,4782,
,,,,,,4793,New Calabar (Kalabari),1899,1914,Part of,4783,not in COW
,,,,,,4793,New Calabar (Kalabari),1914,2022,Part of,475,not in COW
4794,Opobo,1816,1870,part of,4791,,,,,,,not in GPH
,,,,,,4794,Opobo,1870,1885,Sovereign (unrecognized),,not in COW
4794,Opobo,1885,1899,part of,4782,4794,Opobo,1885,1899,Part of,4782,
,,,,,,4794,Opobo,1899,1914,Part of,4783,not in COW
,,,,,,4794,Opobo,1914,2022,Part of,475,not in COW
,,,,,,4795,Nembe (Brass),1816,1885,Sovereign (unrecognized),,not in COW
4795,Nembe (Brass),1885,1899,part of,4782,4795,Nembe (Brass),1885,1899,Part of,4782,
,,,,,,4796,Okrika,1816,1885,Unknown,,not in COW
4796,Okrika,1885,1899,part of,4782,4796,Okrika,1885,1899,Part of,4782,
,,,,,,4821,Bangassou,1816,1890,Sovereign (unrecognized),,not in COW
4821,Bangassou,1890,1906,occupied,220,4821,Bangassou,1890,1906,Occupied by,220,
4821,Bangassou,1906,1993,part of,482,4821,Bangassou,1906,2022,Part of,482,
4821,Bangassou,1910,1958,part of,480,,,,,,,not in GPH
,,,,,,4822,Rafai,1816,1890,Sovereign (unrecognized),,not in COW
4822,Rafai,1890,1906,occupied,220,4822,Rafai,1890,1906,Occupied by,220,
4822,Rafai,1906,1993,part of,482,4822,Rafai,1906,2022,Part of,482,
4822,Rafai,1910,1958,part of,480,,,,,,,not in GPH
,,,,,,4823,Zemio,1816,1890,Unknown,,not in COW
4823,Zemio,1890,1906,occupied,220,4823,Zemio,1890,1906,Occupied by,220,
4823,Zemio,1906,1993,part of,482,4823,Zemio,1906,2022,Part of,482,
4823,Zemio,1910,1958,part of,480,,,,,,,not in GPH
,,,,,,4831,Bagirmi,1816,1892,Sovereign (unrecognized),,not in COW
4831,Bagirmi,1892,1900,part of,4766,4831,Bagirmi,1892,1900,Protectorate of,220,change in status and sovereign code
,,,,,,4832,Wadai,1816,1913,Sovereign (unrecognized),,not in COW
4832,Wadai,1913,1958,part of,480,,,,,,,not in GPH
4832,Wadai,1920,1993,part of,483,4832,Wadai,1913,2022,Part of,483,change in year
,,,,,,4841,Bateke (Anziku),1816,1882,Sovereign (unrecognized),,not in COW
4841,Bateke (Anzico),1882,1993,part of,484,4841,Bateke (Anziku),1882,2022,Part of,484,
4841,Bateke (Anzico),1910,1958,part of,480,,,,,,,not in GPH
,,,,,,4842,Loango,1816,1882,Sovereign (unrecognized),,not in COW
4842,Loango,1882,1993,part of,484,4842,Loango,1882,2022,Part of,484,
4842,Loango,1910,1958,part of,480,,,,,,,not in GPH
,,,,,,4901,Tippu Tip Empire,1860,1887,Sovereign (unrecognized),,not in COW
4901,Tibbu Tip Empire,1894,1993,part of,490,4901,Tippu Tip Empire,1887,1887,Dissolved into,490,change in year and status
,,,,,,4902,Lunda Kingdom (Mwata Yamvo),1816,1885,Sovereign (unrecognized),,not in COW
4902,Mwata Yamvo,1895,1993,part of,490,4902,Lunda Kingdom (Mwata Yamvo),1885,1885,Dissolved into,490,"change in name, year and status"
,,,,,,4902,Lunda Kingdom (Mwata Yamvo),1885,1885,Dissolved into,540,not in COW
,,,,,,4902,Lunda Kingdom (Mwata Yamvo),1885,1885,Dissolved into,5517,not in COW
,,,,,,4903,Kalagne,1816,1885,Unknown,,not in COW
4903,Kalagne,1885,1993,part of,490,4903,Kalagne,1885,2022,Part of,490,
,,,,,,4904,Luba Kingdom,1816,1889,Sovereign (unrecognized),,not in COW
4904,Baluba,1892,1993,part of,490,4904,Luba Kingdom,1889,1889,Part of,490,change in name and year
,,,,,,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1816,1856,Part of,4902,not in COW
,,,,,,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1816,1856,Part of,4904,not in COW
,,,,,,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1856,1891,Sovereign (unrecognized),,not in COW
,,,,,,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1891,1910,Possession of,211,not in COW
4905,Katanga,1885,1960,part of,490,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1910,1960,Part of,490,change in name and year
,,,,,,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1960,1963,Sovereign (unrecognized),,not in COW
4905,Katanga,1963,1993,part of,490,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),1963,2015,Part of,490,change in name
,,,,,,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),2015,2015,Dissolved into,49050,not in COW
,,,,,,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),2015,2015,Dissolved into,49051,not in COW
,,,,,,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),2015,2015,Dissolved into,49052,not in COW
,,,,,,4905,Katanga (State of Katanga) (Msiri's Yeke Kingdom),2015,2015,Dissolved into,49053,not in COW
4906,Kasai,1816,1960,part of,490,4906,Kasai,1816,1960,Part of,490,
,,,,,,4906,Kasai,1960,1961,Sovereign (unrecognized),,not in COW
4906,Kasai,1961,1993,part of,490,4906,Kasai,1961,2022,Part of,490,
4907,Msiri,1816,1862,part of,5517,,,,,,,not in GPH
4907,Msiri,1891,1899,part of,5517,,,,,,,not in GPH
4907,Msiri,1899,1993,part of,490,,,,,,,not in GPH
,,,,,,4908,Azande,1816,1895,Sovereign (unrecognized),,not in COW
4908,Azande,1895,1993,part of,490,4908,Azande,1895,2022,Part of,490,
,,,,,,4909,Mangbetu,1816,1895,Unknown,,not in COW
4909,Mangbetu,1895,1993,part of,490,4909,Mangbetu,1895,2022,Part of,490,
,,,,,,4910,Kuba,1816,1910,Sovereign (unrecognized),,not in COW
4910,Kuba,1910,1993,part of,490,4910,Kuba,1910,2022,Part of,490,
,,,,,,5001,Buganda,1816,1893,Sovereign (unrecognized),,not in COW
5001,Buganda,1893,1894,occupied,200,5001,Buganda,1893,1894,Occupied by,200,
5001,Buganda,1894,1993,part of,500,5001,Buganda,1894,2022,Part of,500,
,,,,,,5002,Ankole,1816,1901,Sovereign (unrecognized),,not in COW
5002,Ankole,1894,1993,part of,500,5002,Ankole,1901,1967,Part of,500,change in year
,,,,,,5003,Bunyoro,1816,1894,Sovereign (unrecognized),,not in COW
,,,,,,5003,Bunyoro,1894,1899,Protectorate of,200,not in COW
5003,Bunyoro,1899,1993,part of,500,5003,Bunyoro,1899,2022,Part of,500,
,,,,,,5004,Busoga,1862,1894,Discovered,,not in COW
5004,Busoga,1894,1993,part of,500,5004,Busoga,1894,2022,Part of,500,
,,,,,,5005,Butoro,1816,1894,Unknown,,not in COW
5005,Butoro,1894,1993,part of,500,5005,Butoro,1894,2022,Part of,500,
,,,,,,5006,Rwenzururu,1816,1894,Unknown,,not in COW
5006,Rwenzururu,1894,1962,part of,500,5006,Rwenzururu,1894,1962,Part of,500,
,,,,,,5006,Rwenzururu,1962,1969,Sovereign (unrecognized),,not in COW
5006,Rwenzururu,1969,1993,part of,500,5006,Rwenzururu,1969,2022,Part of,500,
5011,Kenya Protectorate,1816,1887,part of,511,,,,,,,not in GPH
5011,Kenya Protectorate,1887,1920,leased,200,,,,,,,not in GPH
5011,Kenya Protectorate,1920,1963,protectorate,200,5011,Kenya Protectorate,1920,1963,Protectorate of,200,
5011,Kenya Protectorate,1920,1993,part of,501,5011,Kenya Protectorate,1963,1963,Dissolved into,501,change in year and status
,,,,,,5012,Mombassa,1816,1824,Sovereign (unrecognized),,not in COW
5012,Mombassa,1824,1826,occupied,200,5012,Mombassa,1824,1826,Occupied by,200,
,,,,,,5012,Mombassa,1826,1837,Occupied by,698,not in COW
5012,Mombassa,1837,1856,part of,698,5012,Mombassa,1837,1856,Part of,698,
5012,Mombassa,1856,1887,part of,511,5012,Mombassa,1856,1920,Part of,511,change in year
,,,,,,5012,Mombassa,1920,1963,Part of,5011,not in COW
,,,,,,5012,Mombassa,1963,2022,Part of,501,not in COW
,,,,,,5013,Pate,1816,1824,Unknown,,not in COW
5013,Pate,1824,1856,part of,698,5013,Pate,1824,1856,Vassal of,698,change in status
5013,Pate,1856,1887,part of,511,5013,Pate,1856,1920,Part of,511,change in year
,,,,,,5013,Pate,1920,1963,Part of,5011,not in COW
,,,,,,5013,Pate,1963,2022,Part of,501,not in COW
,,,,,,5017,Vumbu Kuu,1816,1840,Unknown,,not in COW
5017,Vumbu Kuu,1840,1856,part of,698,5017,Vumbu Kuu,1840,1856,Part of,698,
,,,,,,5018,Wanga (Wanga Kingdom),1816,1887,Sovereign (unrecognized),,not in COW
5018,Wanga,1887,1993,part of,501,5018,Wanga (Wanga Kingdom),1887,2022,Part of,501,change in name
,,,,,,5101,Ha,1816,1898,Unknown,,not in COW
5101,Ha,1898,1993,part of,510,5101,Ha,1898,2022,Part of,512,
,,,,,,5102,Haya,1816,1898,Sovereign (unrecognized),,not in COW
5102,Haya,1898,1993,part of,510,5102,Haya,1898,2022,Part of,512,
,,,,,,5103,Hehe,1816,1898,Unknown,,not in COW
5103,Hehe,1898,1993,part of,510,5103,Hehe,1898,2022,Part of,512,
,,,,,,5104,Karagwe,1816,1898,Sovereign (unrecognized),,not in COW
5104,Karaqwe,1898,1993,part of,510,5104,Karagwe,1898,2022,Part of,512,
,,,,,,5105,Urambo,1816,1891,Unknown,,not in COW
5105,Urambo,1891,1993,part of,510,5105,Urambo,1891,2022,Part of,512,
5106,Gwangara,1821,1848,part of,5531,5106,Gwangara,1821,1848,Part of,5531,
,,,,,,5106,Gwangara,1848,1860,Unknown,,not in COW
5106,Gwangara,1860,1898,part of,5107,5106,Gwangara,1860,1898,Part of,5107,
,,,,,,5106,Gwangara,1860,1898,Part of,5108,not in COW
5107,North Gwangara,1848,1860,part of,5106,,,,,,,not in GPH
5107,North Gwangara,1898,1993,part of,510,5107,North Gwangara,1898,2022,Part of,512,change in sovereign code
5108,South Gwangara,1848,1860,part of,5106,,,,,,,not in GPH
5108,South Gwangara,1898,1993,part of,510,5108,South Gwangara,1898,2022,Part of,512,change in sovereign code
,,,,,,5109,Mafia I.,1816,1856,Part of,698,not in COW
,,,,,,5109,Mafia I.,1856,1892,Part of,511,not in COW
,,,,,,5109,Mafia I.,1892,1915,Part of,510,not in COW
,,,,,,5109,Mafia I.,1915,1919,Occupied by,200,not in COW
,,,,,,5109,Mafia I.,1919,2022,Part of,512,not in COW
5200,Italian Somaliland,1889,1905,part of,5203,5200,Italian Somaliland,1889,1905,Protectorate of,325,change in status and sovereign code
5200,Italian Somaliland,1905,1936,colony,325,5200,Italian Somaliland,1905,1936,Colony of,325,
5200,Italian Somaliland,1936,1941,part of,5201,5200,Italian Somaliland,1936,1941,Part of,5201,
5200,Italian Somaliland,1941,1950,occupied,200,5200,Italian Somaliland,1941,1950,Occupied by,200,
5200,Italian Somaliland,1950,1960,mandated,325,5200,Italian Somaliland,1950,1960,Mandated to,325,
5200,Italian Somaliland,1960,1993,part of,520,5200,Italian Somaliland,1960,2022,Part of,520,
5201,Italian East Africa,1855,1936,part of,530,,,,,,,not in GPH
5201,Italian East Africa,1889,1936,part of,5200,,,,,,,not in GPH
5201,Italian East Africa,1936,1941,colony,325,5201,Italian East Africa,1936,1941,Colony of,325,
5201,Italian East Africa,1941,1960,part of,5200,,,,,,,not in GPH
5201,Italian East Africa,1960,1993,part of,520,,,,,,,not in GPH
,,,,,,5202,Oltre Giuba,1816,1836,Part of,5212,not in COW
,,,,,,5202,Oltre Giuba,1836,1856,Part of,698,not in COW
,,,,,,5202,Oltre Giuba,1856,1890,Part of,511,not in COW
5202,Oltre Giuba,1889,1895,leased,200,5202,Oltre Giuba,1890,1895,Leased to,200,
5202,Oltre Giuba,1895,1925,part of,501,5202,Oltre Giuba,1895,1925,Part of,501,
5202,Oltre Giuba,1925,1926,colony,325,5202,Oltre Giuba,1925,1926,Colony of,325,
5202,Oltre Giuba,1926,1992,part of,5200,5202,Oltre Giuba,1926,2022,Part of,5200,
,,,,,,5203,Alula (Majeerteen),1816,1889,Sovereign (unrecognized),,not in COW
5203,Alula (Mijerteyn),1889,1905,protectorate,325,,,,,,,not in GPH
5203,Alula (Mijerteyn),1905,1960,part of,5200,5203,Alula (Majeerteen),1889,1889,Dissolved into,5200,change in year and status
